foodName,display_name,food_category,portion_unit_name,portion_gram_weight,source_count,Energy,Energy,Energy,Energy,Carbohydrate,"Sugars, Total",Fiber,Total Sugars,Fiber (AOAC 2011.25),Total fat,Cholesterol,"Fatty acids, total saturated",DHA,EPA,ALA,Protein,"Vitamin A, RAE",Vitamin E,Vitamin D (D2 + D3),Vitamin E,Vitamin C,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,Choline,Vitamin K2 MK-4,Vitamin K1,Vitamin E,Vitamin A,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Iodine,Manganese,Molybdenum,Selenium
preserved_plum,Preserved Plum,Other,,,1,55.0,55.0,55.0,55.0,13.54,,1.0,12.43,,0.23,0.0,0.013,0.0,0.0,,0.52,11.0,0.2,0.0,0.2,5.7,0.017,0.019,0.281,,0.021,2.0,0.0,1.4,,4.8,0.2,,5.0,0.13,5.0,12.0,106.0,1.0,0.08,0.041,,,,0.0
pretzel,Pretzel,Other,,,5,379.2,379.2,379.2,379.2,79.99799999999999,,4.119999999999999,4.0375,,3.338,0.0,0.0782,0.0,0.0,,9.558,0.0,0.47,0.0,0.47,2.1,0.712,0.4695,6.2065,,0.074,192.5,0.0,29.5,,2.8,0.47,,25.0,4.6899999999999995,29.0,128.0,188.25,1686.2,1.04,0.156,,,,4.4
prickly_pear,Prickly Pear,Other,,,2,41.0,41.0,41.0,41.0,9.57,,3.6,,,0.51,0.0,0.067,0.0,0.0,,0.73,2.0,,,,14.0,0.014,0.06,0.46,,0.06,6.0,0.0,,,,,,56.0,0.3,85.0,24.0,220.0,5.0,0.12,0.08,,,,0.6
prosciutto,Prosciutto,Meat & Offal,,,1,195.0,195.0,195.0,195.0,0.3,,0.0,0.0,,8.32,70.0,2.78,0.0,0.0,,27.8,0.0,0.28,0.9,0.28,0.0,0.567,0.242,3.881,,0.42,5.0,0.88,105.5,,0.0,0.28,,10.0,1.11,25.0,318.0,510.0,2695.0,2.81,0.108,,,,25.8
prosecco,Prosecco,Other,,,2,33.0,33.0,33.0,33.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
provolone_cheese,Provolone Cheese,Dairy & Eggs,,,5,352.66195028680687,352.66195028680687,352.66195028680687,352.66195028680687,2.2020000000000004,,0.0,0.56,,26.922000000000004,72.2,16.9024,0.0,0.0,,25.154,228.8,0.23,0.4,0.23,0.0,0.019,0.321,0.156,0.476,0.073,10.0,1.46,15.4,,2.2,0.23,,754.6,0.416,28.4,495.6,129.4,701.8,3.3619999999999997,0.0208,,0.01,,14.5
prune,Prune,Other,,,3,248.9770554493308,248.9770554493308,248.9770554493308,248.9770554493308,64.66,,5.966666666666666,38.21,,0.1933333333333333,0.0,0.0346666666666666,0.0,0.0,,2.26,69.5,0.43,0.0,0.43,2.4499999999999997,0.0455,0.186,2.191,0.43,0.205,4.0,0.0,10.1,,59.5,0.43,,41.333333333333336,1.5433333333333332,41.0,70.5,792.0,8.333333333333334,0.44,0.281,,,,0.3
psyllium_husk,Psyllium Husk,Other,,,5,344.3333333333333,344.3333333333333,344.3333333333333,344.3333333333333,81.77799999999999,,71.56,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,200.0,3347.1339999999996,,,969.25,102.2,,,,,,
pu_erh_tea,Pu Erh Tea,Other,,,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pudding,Pudding,Other,,,1,156.0,156.0,156.0,156.0,23.53,,1.0,15.1,,4.86,61.0,1.7,0.0,0.0,,5.6,77.0,0.38,1.1,0.38,0.2,0.1,0.188,0.794,,0.061,20.0,0.22,46.4,,2.4,0.38,,134.0,0.97,18.0,119.0,211.0,206.0,0.62,0.048,,,,9.0
puff_pastry,Puff Pastry,Other,,,5,561.447036328872,561.447036328872,561.447036328872,561.447036328872,45.56,,2.2,0.75,,38.8,0.0,7.401599999999999,0.0,0.0,,7.919999999999999,0.0,0.55,0.0,0.55,0.0,0.323,0.2464,3.44,0.0,0.019,76.0,0.0,6.2,,16.3,0.55,,18.0,2.8,16.0,60.0,74.4,282.4,0.8320000000000001,0.115,,0.4949999999999999,,24.5
puffer_fish,Puffer Fish,Fish & Seafood,,,1,189.0,189.0,189.0,189.0,7.79,,0.3,0.14,,8.17,72.0,2.393,0.102,0.129,,19.92,33.0,2.05,0.8,2.05,0.0,0.163,0.143,5.082,,0.32,30.0,2.37,75.1,,4.0,2.05,,26.0,0.97,45.0,236.0,378.0,322.0,0.54,0.062,,,,40.3
pumpkin,Pumpkin,Other,,,4,308.0,308.0,308.0,308.0,43.817499999999995,14.4,1.15,25.7325,,12.9075,41.0,2.9695,0.0,0.0,,4.93,209.0,2.47,0.5,2.47,1.15,0.206,0.3796666666666666,3.5003333333333333,,0.05,35.0,0.15,34.6,,15.0,2.47,720.0,108.5,1.65,18.0,108.0,158.0,278.25,0.45,0.071,,,,7.7
pumpkin_leaf,Pumpkin Leaf,Other,,,1,19.0,19.0,19.0,19.0,2.33,,,,,0.4,0.0,0.207,,,,3.15,97.0,,0.0,,11.0,0.094,0.128,0.92,0.042,0.207,36.0,0.0,,,,,,39.0,2.22,38.0,104.0,436.0,11.0,0.2,0.133,,0.355,,0.9
pumpkin_pie_spice,Pumpkin Pie Spice,Spices & Herbs,,,3,385.0,385.0,385.0,385.0,69.99666666666667,,10.666666666666666,16.28333333333333,,13.163333333333332,0.0,7.923333333333335,0.0,0.0,,5.426666666666667,13.0,1.93,0.0,1.93,23.4,0.131,0.137,2.243,,0.4,24.0,0.0,20.8,,28.4,1.93,,458.6666666666667,13.933333333333335,136.0,118.0,444.0,249.0,2.37,0.484,,15.844,,9.3
pumpkin_seed,Pumpkin Seed,Nuts & Seeds,,,5,556.0,556.0,556.0,556.0,14.372,,5.58,2.4299999999999997,,46.95399999999999,0.0,8.492799999999999,0.0,0.0,,30.966,0.0,0.56,0.0,0.56,2.733333333333333,0.07,0.15,4.43,,0.1,57.0,2.68,63.0,,4.5,0.56,,57.5,12.144,534.75,1122.5,804.5,290.8,6.833333333333333,1.352,,3.0,,9.4
pumpkin_seed_oil,Pumpkin Seed Oil,Oils & Fats,,,5,573.6,573.6,573.6,573.6,14.002,,6.58,6.489999999999999,,49.704,0.0,8.668800000000001,0.0,0.0,,28.52,0.0,0.56,0.0,0.56,3.05,0.07,0.15,4.43,,0.1,57.0,0.0,63.0,,4.5,0.56,,61.25,9.244,522.6666666666666,1122.5,735.75,72.8,6.833333333333333,1.275,,,,9.4
punch,Punch,Other,,,2,35.5,35.5,35.5,35.5,8.96,,,8.54,,0.0,,,,,,0.0,,,,,25.0,,,,,,,,,,,,,,,,,10.0,41.0,,,,,,
purple_gynura,Purple Gynura,Other,,,1,499.0,499.0,499.0,499.0,122.92,,19.1,26.2,,0.0,0.0,0.0,,,,7.05,,,,,25.4,,,,,,,,,,,,,,,,,,18.0,,,,,,
purple_sweet_potato,Purple Sweet Potato,Other,,,5,81.2,81.2,81.2,81.2,19.052,,2.76,3.522,,0.0,0.0,0.0,,,,1.638,,,,,11.433333333333332,0.0,0.0375,0.848,0.769,0.183,14.0,,,,1.2,,,27.2,0.658,22.0,43.5,353.8,43.2,0.215,0.104,,0.0,,
purple_yam,Purple Yam,Other,,,3,118.68961121733588,118.68961121733588,118.68961121733588,118.68961121733588,27.626666666666665,,4.033333333333333,0.585,,0.0566666666666666,0.0,0.0123333333333333,0.0,0.0,,1.2866666666666668,7.0,0.35,0.0,0.35,15.433333333333332,0.112,0.032,0.552,0.314,0.293,23.0,0.0,16.5,,2.3,0.35,,19.0,0.4599999999999999,21.0,55.0,816.0,9.333333333333334,0.24,0.178,,0.397,,0.7
purslane,Purslane,Other,,,2,20.0,20.0,20.0,20.0,3.39,,,,,0.36,0.0,,,,,2.03,,,0.0,,21.0,0.047,0.112,0.48,0.036,0.073,12.0,0.0,12.8,,,,,65.0,1.99,68.0,44.0,494.0,45.0,0.17,0.113,,0.303,,0.9
puzi_leaf,Puzi Leaf,Other,,,1,409.0,409.0,409.0,409.0,39.23,,3.5,0.18,,24.94,0.0,3.339,0.0,0.0,,6.84,0.0,4.73,0.0,4.73,0.0,0.287,0.137,2.926,,0.078,35.0,0.0,10.4,,24.5,4.73,,16.0,2.55,43.0,120.0,134.0,170.0,1.04,0.162,,,,10.3
qingbu_liang,Qingbu Liang,Other,,,1,281.0,281.0,281.0,281.0,36.73,,0.9,20.87,,14.08,39.0,7.606,0.0,0.004,,2.09,137.0,0.21,0.1,0.21,1.3,0.028,0.014,0.398,,0.026,28.0,0.0,7.1,,1.9,0.21,,9.0,0.37,8.0,29.0,98.0,133.0,0.2,0.059,,,,1.2
qingjiang_fish,Qingjiang Fish,Fish & Seafood,,,1,114.0,114.0,114.0,114.0,0.0,,0.0,0.0,,1.66,85.0,0.312,0.165,0.117,,23.13,32.0,0.38,1.8,0.38,0.0,0.06,0.055,1.642,,0.177,15.0,2.62,82.1,,0.1,0.38,,61.0,0.43,27.0,280.0,315.0,189.0,1.11,0.039,,,,40.6
qingtou_mushroom,Qingtou Mushroom,Other,,,1,36.3915875,36.3915875,36.3915875,36.3915875,8.170625,,4.166,,,0.195,,,,,,2.414375,,,0.0562,,,0.00125,0.2163,2.741,,0.1593,32.13,,,,,,,0.7663,0.1443,14.06,75.82,243.0,0.9363,0.7641,0.04978,,0.1734,,1.244
quail,Quail,Other,,,3,226.66666666666663,226.66666666666663,226.66666666666663,226.66666666666663,0.0,,0.0,0.0,,14.08,86.0,3.9493333333333336,0.0,0.012,,25.066666666666663,70.0,0.6999999999999998,0.2,0.6999999999999998,2.3,0.2196666666666666,0.2996666666666667,7.908999999999999,,0.6190000000000001,6.0,0.36,65.8,,4.2,0.6999999999999998,,15.0,4.423333333333333,22.0,278.6666666666667,215.66666666666663,106.0,3.0966666666666662,0.5913333333333334,,,,21.766666666666666
quail_egg,Quail Egg,Dairy & Eggs,,,3,158.0,158.0,158.0,158.0,0.41,,0.0,0.4,,11.083333333333334,566.6666666666666,2.3676666666666666,0.0,0.0,,13.02,156.0,1.08,1.4,1.08,0.0,0.1169999999999999,0.769,0.1425,1.761,0.146,57.5,1.42,236.75,,0.3,1.08,,59.333333333333336,2.73,13.0,225.5,132.0,179.33333333333334,1.47,0.062,,0.038,,31.95
quark,Quark,Other,,,1,82.0,82.0,82.0,82.0,4.55,,0.0,,,2.73,9.0,1.82,,,,10.0,,,,,,,,,,,,,,,,,,73.0,,,,,27.0,,,,,,
queso_anejo,Queso Anejo,Other,,,4,369.0,369.0,369.0,369.0,4.365,,0.225,4.63,,29.6275,101.0,18.73975,0.0,0.0,,21.4375,64.0,0.26,0.5,0.26,0.0,0.02,0.209,0.032,0.252,0.047,1.0,1.38,15.4,,2.5,0.26,,688.5,0.47,28.0,444.0,87.0,1187.5,2.94,0.008,,0.037,,14.5
queso_blanco,Queso Blanco,Other,,,5,311.893690248566,311.893690248566,311.893690248566,311.893690248566,3.3619999999999997,,0.0,2.966666666666667,,24.862,81.6,15.2322,0.002,0.009,0.105,21.22,157.0,0.47,0.7,0.47,,0.048,0.23,0.035,0.397,0.086,,1.75,15.4,5.8,1.6,0.47,,638.0,0.18,29.0,467.0,121.66666666666669,797.8,3.06,0.025,,0.021,,13.8
queso_fresco,Queso Fresco,Other,,,3,290.0,290.0,290.0,290.0,3.3666666666666667,,0.0,2.945,,23.263333333333332,78.66666666666667,14.786666666666669,0.003,0.008,,19.389999999999997,152.0,0.37,0.0,0.37,0.0,0.042,0.173,0.027,,0.076,7.0,1.68,12.5,,1.0,0.37,,648.3333333333334,0.0,28.0,390.0,123.5,625.3333333333334,2.91,0.0,,,,19.3
quince,Quince,Other,,,1,56.883365200764814,56.883365200764814,56.883365200764814,56.883365200764814,15.3,,1.9,,,0.1,0.0,0.01,0.0,0.0,,0.4,2.0,,,,15.0,0.02,0.03,0.2,0.081,0.04,3.0,0.0,,,,,,11.0,0.7,8.0,17.0,197.0,4.0,0.04,0.13,,,,0.6
quince_paste,Quince Paste,Other,,,4,458.0,458.0,458.0,458.0,50.7525,,5.0,39.5775,,24.725,0.0,2.56225,0.0,0.0,,9.88,0.0,13.54,0.0,13.54,0.1,0.082,0.414,1.422,,0.036,73.0,0.0,28.5,,0.0,13.54,,131.0,2.18,130.0,258.0,166.5,6.75,1.48,0.454,,,,4.2
quinoa,Quinoa,Grains & Starches,,,1,375.0,375.0,375.0,375.0,64.29,0.0,7.1,,,7.14,0.0,3.57,,,,14.29,,,,,,,0.465,3.023,,0.471,28.0,,,,,,,36.0,4.5,195.0,,556.0,4.0,2.68,,,,,
quorn,Quorn,Other,,,1,314.0,314.0,314.0,314.0,47.14,,1.4,10.0,,10.0,7.0,1.43,,,,5.71,,,,,,,0.486,5.714,,0.571,,1.71,,,,,,286.0,5.14,,286.0,43.0,643.0,,,,,,
rabbit,Rabbit,Other,,,1,204.0,204.0,204.0,204.0,0.0,,0.0,0.0,,8.34,85.0,2.49,0.0,0.0,,30.14,0.0,0.44,0.0,0.44,0.0,0.06,0.169,7.103,,0.337,9.0,6.46,120.2,,1.6,0.44,,20.0,2.35,20.0,224.0,298.0,344.0,2.35,0.175,,,,38.2
raclette_cheese,Raclette Cheese,Dairy & Eggs,,,5,361.4,361.4,361.4,361.4,0.0,,0.0,,,27.856,83.4,18.144,,,,23.572,,,,,,,,,,,,,,,,,,628.4,,,,,784.2,,,,,,
radicchio,Radicchio,Other,,,1,23.0,23.0,23.0,23.0,4.0,,3.0,1.0,,0.0,0.0,0.0,,,,2.0,,,,,6.0,,,,,,60.0,,,,169.6,,,20.0,0.36,12.0,55.0,140.0,45.0,0.9,0.76,,,,
radish,Radish,Other,,,1,16.0,16.0,16.0,16.0,3.4,,1.6,1.86,,0.1,0.0,0.032,0.0,0.0,,0.68,0.0,0.0,0.0,0.0,14.8,0.012,0.039,0.254,,0.071,25.0,0.0,6.5,,1.3,0.0,,25.0,0.34,10.0,20.0,233.0,39.0,0.28,0.05,,,,0.6
radish_cake,Radish Cake,Other,,,1,16.0,16.0,16.0,16.0,3.4,,1.6,1.86,,0.1,0.0,0.032,0.0,0.0,,0.68,0.0,0.0,0.0,0.0,14.8,0.012,0.039,0.254,,0.071,25.0,0.0,6.5,,1.3,0.0,,25.0,0.34,10.0,20.0,233.0,39.0,0.28,0.05,,,,0.6
ragi,Ragi,Other,,,1,112.0,112.0,112.0,112.0,27.23,,0.4,0.39,,0.14,0.0,0.029,0.0,0.0,,0.38,3.0,2.3,0.0,2.3,4.0,0.13,0.04,1.1,0.293,0.273,21.0,0.0,16.7,,1.0,2.3,,16.0,0.88,24.0,39.0,183.0,12.0,0.22,0.166,,0.37,,0.7
raisin,Raisin,Other,,,3,307.0,307.0,307.0,307.0,74.79666666666667,,4.966666666666667,65.71333333333334,,0.0833333333333333,0.0,0.0313333333333333,0.0,0.0,,2.8333333333333335,0.0,0.12,0.0,0.12,2.3,0.106,0.125,0.766,,0.174,5.0,0.0,11.1,,3.5,0.12,,55.333333333333336,2.146666666666667,36.0,98.0,759.5,26.0,0.36,0.272,,,,0.6
raita,Raita,Other,,,1,264.5793499043977,264.5793499043977,264.5793499043977,264.5793499043977,3.88,,0.0,0.0,,21.49,89.0,13.3,0.0,0.0,,14.21,125.0,0.18,0.4,0.18,0.0,0.154,0.844,0.991,0.967,0.424,32.0,1.69,15.4,,1.8,0.18,,493.0,0.65,19.0,337.0,62.0,1139.0,2.88,0.032,,0.028,,15.0
rakkyo,Rakkyo,Other,,,1,100.0,100.0,100.0,100.0,25.0,,5.0,10.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,1.8,,,,700.0,,,,,,
rambutan,Rambutan,Other,,,2,80.48948374760994,80.48948374760994,80.48948374760994,80.48948374760994,20.435,,0.8,20.0,,0.105,0.0,0.0,,,,0.6799999999999999,0.0,,,,4.15,0.013,0.022,1.352,0.018,0.02,8.0,0.0,,,,,,18.0,0.43,7.0,9.0,42.0,18.0,0.08,0.066,,0.343,,
ramen_noodle,Ramen Noodle,Other,,,1,209.0,209.0,209.0,209.0,31.02,,1.6,11.08,,7.4,95.0,1.656,0.0,0.0,,5.94,78.0,0.78,0.7,0.78,1.6,0.189,0.178,1.437,,0.064,52.0,0.22,67.7,,5.2,0.78,,27.0,1.6,22.0,101.0,141.0,68.0,0.74,0.103,,,,22.8
ramp,Ramp,Other,,,1,278.0,278.0,278.0,278.0,68.86,,1.1,48.5,,0.07,0.0,0.01,0.0,0.0,,0.37,0.0,0.12,0.0,0.12,8.8,0.016,0.076,0.036,,0.02,11.0,0.0,10.2,,0.0,0.12,,20.0,0.49,4.0,19.0,77.0,32.0,0.06,0.1,,,,2.0
ranch_dressing,Ranch Dressing,Other,,,1,430.0,430.0,430.0,430.0,5.9,,0.0,4.69,,44.54,26.0,6.964,0.004,0.0,,1.32,15.0,2.22,0.1,2.22,0.0,0.015,0.087,0.054,,0.03,4.0,0.17,32.8,,134.3,2.22,,28.0,0.3,5.0,186.0,64.0,810.0,0.17,0.019,,,,3.5
rapeseed,Rapeseed,Other,,,2,892.0411089866157,892.0411089866157,892.0411089866157,892.0411089866157,0.0,,0.0,0.0,,100.0,0.0,10.75,0.0,0.0,,0.0,0.0,11.4,,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
ras_el_hanout,Ras El Hanout,Other,,,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
raspberry,Raspberry,Other,,,5,51.8,51.8,51.8,51.8,11.944,,6.4799999999999995,4.45,,0.65,0.0,0.0113999999999999,0.0,0.0,,1.2419999999999998,2.0,0.87,0.0,0.87,26.25,0.032,0.038,0.598,0.329,0.055,21.0,0.0,12.300000000000002,,7.8,0.87,,26.0,0.695,22.0,29.0,150.75,0.6,0.42,0.09,,0.67,,0.2
ravioli,Ravioli,Other,,,2,198.0,198.0,198.0,198.0,37.34,,2.8,1.545,,1.99,11.0,0.55,,,,7.215,,,,,5.3,,,,,,,,,,,,,72.5,2.19,,,129.0,290.0,,,,,,
ray,Ray,Other,,,1,164.0,164.0,164.0,164.0,0.15,,0.0,0.0,,4.69,210.0,1.393,0.0,0.0,,28.25,0.0,0.29,0.1,0.29,0.0,0.1,1.2,6.627,,0.243,5.0,10.71,227.0,,0.5,0.29,,5.0,6.33,21.0,252.0,217.0,366.0,2.85,0.555,,,,38.6
razor_clam,Razor Clam,Other,,,1,86.0,86.0,86.0,86.0,3.57,,0.0,0.0,,0.96,30.0,0.187,0.064,0.043,,14.67,90.0,0.68,0.0,0.68,0.0,0.015,0.04,0.35,,0.01,5.0,11.28,65.0,,0.2,0.68,,39.0,1.62,19.0,198.0,46.0,56.0,0.51,0.053,,,,30.6
red_bean,Red Bean,Other,,,1,250.0,250.0,250.0,250.0,63.64,,27.3,4.55,,2.27,0.0,0.0,,,,20.45,,,,,,,,,,,,,,,,,,39.0,5.0,,,818.0,205.0,,,,,,
red_bean_paste,Red Bean Paste,Other,,,2,228.5,228.5,228.5,228.5,51.145,,5.35,35.035,,0.425,0.0,0.026,0.0,0.0,,5.8,0.0,0.02,0.0,0.02,14.3,0.115,0.048,0.415,,0.086,93.0,0.0,21.9,,6.0,0.02,,18.0,1.755,32.0,102.0,290.0,85.0,0.77,0.176,,,,1.1
red_currant,Red Currant,Other,,,2,59.5,59.5,59.5,59.5,14.59,,4.3,7.37,,0.305,0.0,0.0255,0.0,0.0,,1.4,7.0,0.55,0.0,0.55,111.0,0.045,0.05,0.2,0.231,0.068,8.0,0.0,7.6,,11.0,0.55,,44.0,1.27,18.5,51.5,298.5,1.5,0.25,0.0965,,0.221,,0.6
red_curry_paste,Red Curry Paste,Other,,,2,121.5,121.5,121.5,121.5,28.57,,7.15,14.29,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,43.0,1.43,,,629.0,2571.5,,,,,,
red_date,Red Date,Other,,,1,282.0,282.0,282.0,282.0,75.03,,8.0,63.35,,0.39,0.0,0.032,0.0,0.0,,2.45,0.0,0.05,0.0,0.05,0.4,0.052,0.066,1.274,,0.165,19.0,0.0,6.3,,2.7,0.05,,39.0,1.02,43.0,62.0,656.0,2.0,0.29,0.206,,,,3.0
red_drum,Red Drum,Other,,,1,103.0,103.0,103.0,103.0,0.0,,0.0,0.0,,0.48,78.0,0.122,,,,23.08,0.0,0.17,,0.17,0.0,0.258,0.442,7.245,2.5,0.676,7.0,6.92,,,,0.17,,3.0,4.5,29.0,225.0,320.0,100.0,4.5,0.199,,0.025,,36.3
red_hots,Red Hots,Other,,,5,534.6,534.6,534.6,534.6,52.724,,3.5800000000000005,4.276,,31.348000000000003,0.0,7.134,,,,7.122,,,,,21.4,,,5.714,,0.286,,,,,,,,32.0,1.5325,57.0,143.0,1203.8,1032.8,,,,,,
red_leicester_cheese,Red Leicester Cheese,Dairy & Eggs,,,1,393.0,393.0,393.0,393.0,0.0,,0.0,,,32.14,107.0,17.86,,,,25.0,,,,,,,,,,,,,,,,,,714.0,,,,,643.0,,,,,,
red_onion,Red Onion,Other,,,5,40.75621414913957,40.75621414913957,40.75621414913957,40.75621414913957,9.4875,5.76,1.92,4.24,4.415,0.1,0.0,0.042,0.0,0.0,,1.0719999999999998,0.0,0.02,0.0,0.02,7.619999999999999,0.046,0.027,0.116,0.123,0.12,19.0,0.0,6.099999999999999,,0.4000000000000001,0.02,,21.2,0.2179999999999999,10.7,34.8,166.0,3.0,0.172,0.0512,0.0,0.1288,,0.94
red_pepper,Red Pepper,Spices & Herbs,,,1,25.0,25.0,25.0,25.0,6.0,,2.0,4.0,,0.0,,,,,,1.0,,,,,192.0,,,,,,,,,,,,,,0.36,,,,0.0,,,,,,
red_rice,Red Rice,Other,,,5,350.2499875,350.2499875,350.2499875,350.2499875,75.066125,,4.9476,1.82,,2.6180000000000003,0.0,0.0,,,,8.080625000000001,,,,,,0.3244,,6.493,,0.1249,,,,,,,,9.141333333333334,1.3970000000000002,123.75,310.95,208.275,0.0875,3.4515,0.231,,2.6245000000000003,,
red_snapper,Red Snapper,Other,,,1,185.0,185.0,185.0,185.0,7.79,,0.3,0.14,,6.26,47.0,1.551,0.272,0.054,,22.78,51.0,1.7,10.8,1.7,1.3,0.138,0.052,0.979,,0.415,21.0,2.85,73.0,,4.0,1.7,,44.0,0.78,37.0,223.0,454.0,330.0,0.48,0.048,,,,42.1
red_wine,Red Wine,Pantry & Ferments,,,5,77.8,77.8,77.8,77.8,2.898,,0.0,1.2975,,0.0,0.0,0.0,0.0,0.0,,0.042,0.0,0.0,0.0,0.0,0.0,0.005,0.031,0.224,0.03,0.057,1.0,0.0,5.7,,0.4000000000000001,0.0,,8.0,0.46,12.0,23.0,112.0,255.6,0.14,0.011,,0.132,,0.2
red_wine_vinegar,Red Wine Vinegar,Other,,,5,19.328871892925427,19.328871892925427,19.328871892925427,19.328871892925427,0.162,,0.0,0.0,,0.0,,0.0,,,,0.024,0.0,,,,0.5,,,,,,,,,,,,,6.0,0.45,4.0,8.0,39.0,11.4,0.03,0.01,,0.046,,
red_yeast,Red Yeast,Other,,,2,348.0,348.0,348.0,348.0,38.11,,20.45,0.0,,6.805,0.0,1.0005,0.0,0.0,,42.72,0.0,0.0,0.0,0.0,150.15,10.99,4.0,40.2,,1.5,2340.0,0.07,32.0,,0.4,0.0,,37.5,3.585,54.0,637.0,955.0,63.0,7.94,0.436,,,,7.9
reed_leaf,Reed Leaf,Other,,,1,591.7782026768642,591.7782026768642,591.7782026768642,591.7782026768642,8.1,,,,,61.0,,,,,,2.6,,,,,,,,,,,,,,,,,,,1.3,,58.0,,,,,,,,
refried_beans,Refried Beans,Other,,,5,89.8,89.8,89.8,89.8,13.954000000000002,,4.340000000000001,0.732,,1.806,0.0,0.6762,0.0,0.0,,4.74,0.0,0.09,0.0,0.09,2.8000000000000003,0.072,0.075,0.9435,,0.126,10.0,0.23,21.2,,2.1,0.09,,29.5,1.32,35.0,92.0,266.5,410.0,0.58,0.129,,,,5.8
remoulade_sauce,Remoulade Sauce,Other,,,1,536.0,536.0,536.0,536.0,14.29,,3.6,10.71,,53.57,54.0,8.93,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,821.0,,,,,,
rhubarb,Rhubarb,Other,,,1,73.0,73.0,73.0,73.0,17.45,,1.6,14.4,,0.22,0.0,0.047,0.0,0.0,,0.81,4.0,0.24,0.0,0.24,5.7,0.014,0.028,0.242,,0.02,4.0,0.0,5.5,,26.3,0.24,,73.0,0.2,11.0,13.0,233.0,4.0,0.09,0.018,,,,1.1
rice,Rice,Grains & Starches,,,1,248.0,248.0,248.0,248.0,45.78,,4.3,3.53,,5.24,0.0,0.977,0.0,0.003,,4.31,0.0,0.6,0.0,0.6,0.0,0.375,0.505,2.775,,0.073,36.0,0.0,12.6,,0.3,0.6,,138.0,2.63,12.0,51.0,75.0,447.0,0.48,0.075,,,,0.4
rice_bran_oil,Rice Bran Oil,Oils & Fats,,,5,881.8,881.8,881.8,881.8,0.0,,0.0,0.0,,100.0,0.0,20.392,0.0,0.0,,0.0,0.0,32.3,,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,24.7,32.3,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,,,,,0.0
rice_cake,Rice Cake,Other,,,2,400.5,400.5,400.5,400.5,81.46,,2.1,4.985,,4.425,0.0,0.4375,0.0,0.0,,8.094999999999999,0.0,1.24,0.0,1.24,0.0,0.06,0.16,7.81,,0.15,21.0,0.0,18.9,,1.9,1.24,,11.0,1.49,131.0,360.0,428.0,490.0,3.0,0.445,,,,24.6
rice_milk,Rice Milk,Other,,,1,47.0,47.0,47.0,47.0,9.17,,0.3,5.28,,0.97,0.0,0.0,0.0,0.0,,0.28,63.0,0.47,1.0,0.47,0.0,0.027,0.142,0.39,,0.039,2.0,0.63,2.1,,0.2,0.47,,118.0,0.2,11.0,56.0,27.0,39.0,0.13,0.037,,,,2.2
rice_noodle,Rice Noodle,Other,,,2,107.75430210325048,107.75430210325048,107.75430210325048,107.75430210325048,23.94,,1.0,0.03,,0.2,0.0,0.023,0.0,0.0,,1.785,0.0,0.03,0.0,0.03,0.0,0.018,0.004,0.072,0.011,0.006,1.0,0.0,1.6,,0.0,0.03,,4.0,0.14,3.0,20.0,4.0,134.5,0.25,0.038,,0.114,,4.5
rice_paddy_herb,Rice Paddy Herb,Spices & Herbs,,,1,414.0,414.0,414.0,414.0,86.21,,0.0,34.48,,3.45,0.0,3.45,,,,3.45,,,,,,1.0,1.466,17.241,,1.724,,5.17,,,,,,,6.21,,,155.0,586.0,5.17,,,,,
rice_paper,Rice Paper,Other,,,1,323.0,323.0,323.0,323.0,72.26,,0.5,0.27,,1.11,0.0,0.328,0.0,0.0,,5.91,0.0,0.09,0.0,0.09,0.0,0.077,0.0,1.062,,0.045,14.0,0.0,5.0,,0.0,0.09,,7.0,0.27,20.0,80.0,64.0,314.0,1.02,0.179,,,,4.5
rice_tofu,Rice Tofu,Other,,,1,94.16826003824092,94.16826003824092,94.16826003824092,94.16826003824092,15.96,,0.2,1.24,,1.8,0.0,0.259,0.0,0.0,,3.5,2.0,0.31,0.0,0.31,2.5,0.06,0.02,0.24,,0.02,6.0,0.0,48.4,,3.5,0.31,,118.0,1.06,40.0,38.0,47.0,35.0,0.31,0.075,,,,13.0
